0,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
CESC.TCGA.DS.A7WI.01,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train
CESC.TCGA.VS.A8EK.01,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train
CESC.TCGA.MA.AA3X.01,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train
CESC.TCGA.VS.A9U5.01,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train
CESC.TCGA.VS.A9UP.01,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train
CESC.TCGA.Q1.A5R2.01,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation
CESC.TCGA.IR.A3LA.01,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train
CESC.TCGA.VS.A9V3.01,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation
CESC.TCGA.HM.A4S6.01,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train
CESC.TCGA.IR.A3LC.01,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train
CESC.TCGA.VS.A8QF.01,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation
CESC.TCGA.Q1.A73O.01,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation
CESC.TCGA.FU.A23L.01,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train
CESC.TCGA.LP.A4AU.01,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train
CESC.TCGA.VS.A9V0.01,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train
CESC.TCGA.DS.A7WF.01,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation
CESC.TCGA.VS.A9UB.01,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train
CESC.TCGA.IR.A3LL.01,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train
CESC.TCGA.EK.A2H0.01,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train
CESC.TCGA.VS.A94Z.01,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train
CESC.TCGA.IR.A3LI.01,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train
CESC.TCGA.VS.A8QM.01,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,train,validation,validation,train,train,train,train
CESC.TCGA.VS.A8EJ.01,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train
CESC.TCGA.UC.A7PG.01,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train
CESC.TCGA.VS.AA62.01,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train
CESC.TCGA.VS.A9UY.01,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train
CESC.TCGA.VS.A94Y.01,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train
CESC.TCGA.VS.A9U6.01,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation
CESC.TCGA.VS.A9V1.01,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train
CESC.TCGA.VS.A9UC.01,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train
HNSC.TCGA.BA.A4IF.01,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train
HNSC.TCGA.MZ.A7D7.01,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train
HNSC.TCGA.IQ.A61E.01,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train
HNSC.TCGA.UF.A7JF.01,validation,train,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train
HNSC.TCGA.CN.A6V7.01,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train
HNSC.TCGA.P3.A6T2.01,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train
HNSC.TCGA.D6.A6EK.01,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,validation,train,train,train,train
HNSC.TCGA.P3.A6T7.01,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,validation,train,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation
HNSC.TCGA.T2.A6X0.01,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train
HNSC.TCGA.P3.A5Q6.01,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,validation,train,train
HNSC.TCGA.UF.A7JK.01,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train
HNSC.TCGA.BA.A6DJ.01,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train
HNSC.TCGA.CQ.A4CH.01,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train
HNSC.TCGA.UF.A7JJ.01,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train
HNSC.TCGA.IQ.A61O.01,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train
HNSC.TCGA.P3.A6T8.01,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train
HNSC.TCGA.BA.A6DI.01,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train
HNSC.TCGA.MZ.A6I9.01,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train
HNSC.TCGA.IQ.A61G.01,train,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation
HNSC.TCGA.DQ.7595.01,train,train,validation,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation
HNSC.TCGA.CN.6998.01,train,train,validation,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train
HNSC.TCGA.IQ.A61J.01,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,validation,train,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train
HNSC.TCGA.P3.A6T3.01,train,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train
HNSC.TCGA.UF.A7JC.01,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train
HNSC.TCGA.CN.A6V6.01,train,train,validation,train,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,train,validation,train,validation,train,train,train,validation,train,train,train,train,train,train,train,train,validation,train,train,train,train,validation
HNSC.TCGA.MZ.A5BI.01,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,train,validation,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,validation,train,validation,train,train,train,train,train,train,train,validation
HNSC.TCGA.BA.A6DA.01,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,train,train,train,validation,validation,train,train,train,train,train,train,train,validation,train,train,train,validation,train,train,validation,train,train,train,train,train,train,train,validation,train,validation,train,train,train,train,train,validation,train,train,train,train,train,train,validation,train,train,train,train,train,validation,train,train,validation,train,train,train,train,validation,train,train,train,train,validation,train,train,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,validation,train,train,train,train
